id,species,height,dbh,lat,lng,condition
14211,Deciduous,18,12.7,52.31765,4.985615,fair
14213,Deciduous,15,10.16,52.31772,4.985539,good
14224,Deciduous,9,7.62,52.313076,4.95765,excellent
14228,Deciduous,18,12.7,52.30267,4.969706,fair
14229,Deciduous,18,12.7,52.302692,4.969782,good
14230,Deciduous,18,12.7,52.302733,4.969835,excellent
14231,Deciduous,15,10.16,52.302747,4.969882,fair
14266,Deciduous,9,7.62,52.31117,4.950829,good
14267,Deciduous,9,5.08,52.311125,4.950849,excellent
14281,Deciduous,15,10.16,52.303626,4.970329,fair
14294,Deciduous,9,5.08,52.321983,4.952209,good
14303,Deciduous,9,5.08,52.322264,4.957997,excellent
14304,Deciduous,9,7.62,52.322214,4.957966,fair
14306,Deciduous,9,7.62,52.322187,4.957929,good
14307,Deciduous,9,7.62,52.322162,4.957963,excellent
14312,Deciduous,15,10.16,52.316915,4.983546,fair
14314,Deciduous,18,12.7,52.316843,4.983479,good
14321,Deciduous,6,2.54,52.316919,4.984375,excellent
14330,Deciduous,24,17.78,52.306502,4.95881,fair
14331,Deciduous,15,10.16,52.306402,4.959442,good
14336,Deciduous,9,7.62,52.306562,4.960607,excellent
14337,Deciduous,9,7.62,52.306593,4.960535,fair
14338,Deciduous,9,7.62,52.306601,4.960604,good
14354,Deciduous,15,10.16,52.302679,4.969391,excellent
14362,Deciduous,9,7.62,52.322231,4.957733,fair
14363,Deciduous,9,7.62,52.322196,4.957792,good
14371,Deciduous,9,7.62,52.322243,4.957551,excellent
14405,Deciduous,18,12.7,52.318323,4.949855,fair
14406,Deciduous,15,10.16,52.318378,4.949799,good
14410,Deciduous,9,5.08,52.322628,4.957211,excellent
14429,Deciduous,18,12.7,52.307696,4.960441,fair
14430,Deciduous,18,12.7,52.307734,4.960484,good
14431,Deciduous,18,12.7,52.307348,4.96078,excellent
14437,Deciduous,18,12.7,52.318586,4.949554,fair
14439,Deciduous,9,7.62,52.319716,4.948539,good
14440,Deciduous,9,7.62,52.319729,4.948437,excellent
14441,Deciduous,9,7.62,52.31966,4.94843,fair
14443,Deciduous,9,7.62,52.319613,4.948609,good
14444,Deciduous,9,7.62,52.319499,4.948503,excellent
14449,Deciduous,15,10.16,52.319789,4.948377,fair
14451,Deciduous,9,7.62,52.322879,4.957246,good
14454,Deciduous,9,5.08,52.323003,4.957388,excellent
14460,Deciduous,9,7.62,52.314339,4.976406,fair
14465,Deciduous,15,10.16,52.314614,4.97739,good
14483,Deciduous,18,12.7,52.31985,4.948424,excellent
14484,Deciduous,9,7.62,52.319848,4.948321,fair
14485,Deciduous,18,12.7,52.319842,4.948248,good
14486,Deciduous,18,12.7,52.319937,4.948335,excellent
14487,Deciduous,9,7.62,52.319994,4.948144,fair
14488,Deciduous,15,10.16,52.32004,4.948237,good
14489,Deciduous,15,10.16,52.320058,4.948165,excellent
14490,Deciduous,9,7.62,52.320055,4.948111,fair
14491,Deciduous,15,10.16,52.3201,4.948176,good
14492,Deciduous,18,12.7,52.320142,4.948146,excellent
14495,Deciduous,9,7.62,52.320642,4.948152,fair
14496,Deciduous,9,7.62,52.320686,4.948223,good
14501,Deciduous,9,7.62,52.323076,4.957258,excellent
14513,Deciduous,15,10.16,52.314832,4.977312,fair
14516,Deciduous,9,7.62,52.314919,4.977343,good
14519,Deciduous,15,10.16,52.314982,4.977158,excellent
14524,Deciduous,9,7.62,52.315057,4.977498,fair
14531,Deciduous,15,10.16,52.298393,4.972267,good
14575,Deciduous,15,10.16,52.315301,4.979221,excellent
14577,Deciduous,18,12.7,52.315256,4.979171,fair
14584,Deciduous,18,12.7,52.315366,4.979253,good
14597,Deciduous,18,12.7,52.298112,4.970739,excellent
14599,Deciduous,15,10.16,52.298151,4.971064,fair
14621,Deciduous,15,10.16,52.319584,4.973318,good
14642,Deciduous,9,7.62,52.313696,4.975448,excellent
